simulation_number,Target_Effluent_S_O2 (mg/L),Target_Wastage_S_O2 (mg/L),Target_Effluent_S_N2 (mg/L),Target_Wastage_S_N2 (mg/L),Target_Effluent_S_NH4 (mg/L),Target_Wastage_S_NH4 (mg/L),Target_Effluent_S_NO3 (mg/L),Target_Wastage_S_NO3 (mg/L),Target_Effluent_S_PO4 (mg/L),Target_Wastage_S_PO4 (mg/L),Target_Effluent_S_F (mg/L),Target_Wastage_S_F (mg/L),Target_Effluent_S_A (mg/L),Target_Wastage_S_A (mg/L),Target_Effluent_S_I (mg/L),Target_Wastage_S_I (mg/L),Target_Effluent_S_ALK (mg/L),Target_Wastage_S_ALK (mg/L),Target_Effluent_X_I (mg/L),Target_Wastage_X_I (mg/L),Target_Effluent_X_S (mg/L),Target_Wastage_X_S (mg/L),Target_Effluent_X_H (mg/L),Target_Wastage_X_H (mg/L),Target_Effluent_X_PAO (mg/L),Target_Wastage_X_PAO (mg/L),Target_Effluent_X_PP (mg/L),Target_Wastage_X_PP (mg/L),Target_Effluent_X_PHA (mg/L),Target_Wastage_X_PHA (mg/L),Target_Effluent_X_AUT (mg/L),Target_Wastage_X_AUT (mg/L),Target_Effluent_X_MeOH (mg/L),Target_Wastage_X_MeOH (mg/L),Target_Effluent_X_MeP (mg/L),Target_Wastage_X_MeP (mg/L),Target_Effluent_COD (mg/L),Target_Wastage_COD (mg/L),Target_Effluent_BOD (mg/L),Target_Wastage_BOD (mg/L),Target_Effluent_TN (mg/L),Target_Wastage_TN (mg/L),Target_Effluent_TKN (mg/L),Target_Wastage_TKN (mg/L),Target_Effluent_TP (mg/L),Target_Wastage_TP (mg/L),Target_Effluent_TSS (mg/L),Target_Wastage_TSS (mg/L),Target_Effluent_VSS (mg/L),Target_Wastage_VSS (mg/L),Target_Effluent_H2O (mg/L),Target_Wastage_H2O (mg/L)
2011,7.208435662110212,7.208435662110206,3.9918185876110686,3.9918185876110672,17.83058149493513,17.830581494935124,119.48675037707798,119.48675037707793,142.31848648393435,142.31848648393427,3.121697737991178,3.121697737991177,0.005023860113305688,0.005023860113305685,199.9999999993607,199.9999999993606,0.11567989099976746,0.11567989099976742,820.4519843041829,15662.610166264063,1.4625063573455015,27.91957040631986,101.04309075245078,1928.9349903788266,6.493077732134791,123.95429256463571,2.2135368563799793,42.25690903720629,0.00034120868226761845,0.0065137493454108025,7.924514771023089,151.28074279764184,0.002438648476464526,0.04655433974185481,30.462416754228318,581.5342853346752,1140.5022367232846,18097.832997758298,68.51487155399435,1267.4083456539997,163.96077057241652,608.0718707475577,44.474020195338554,488.5851203704798,161.34778760642612,505.0273391588208,757.9545322646186,14469.519959393941,625.750602105332,11945.71764049406,996201.6358750009,984886.5804056816
2012,7.432181569131274,7.432181569131273,33.83261526627179,33.83261526627179,2.3976571094663526,2.397657109466352,104.06366771373828,104.0636677137383,142.53811181877612,142.53811181877617,1.839785191120332,1.8397851911203322,0.0023560252510387205,0.0023560252510387205,199.9999999999313,199.9999999999313,0.1721557064672678,0.1721557064672678,674.6370593486823,15122.095085553323,1.3425018618099491,30.09238897492843,92.37679302463252,2070.640247906951,4.487061484037738,100.57818418966046,1.506191175973577,33.76151052550135,6.514523079133542e-05,0.001460240525991814,8.373783007252205,187.6996543648382,0.0030039513261333876,0.06733403829018665,25.108916989188373,562.8202971422096,983.0594050879482,17712.94916244653,61.73128525861057,1355.430938527603,129.42959426649816,577.2863817013026,25.36592655275989,473.22271398756436,158.0839682058512,490.6069186304712,631.6681981917231,14158.941349586321,522.7065356177064,11716.548659633841,996358.0254223959,985213.5522493806
2013,4.284431997936611,4.284431997936612,8.091229654059665,8.091229654059667,15.568741317917615,15.568741317917617,117.22519386560722,117.22519386560722,142.3652196187271,142.36521961872708,2.1394308007969522,2.1394308007969527,0.005668560864442683,0.005668560864442682,200.0000000000207,200.00000000002075,0.1502475595188489,0.15024755951884888,409.16850344894306,13770.2843721339,0.7846602422825136,26.407200409270917,53.05184671837551,1785.4233882155293,3.0497366564661452,102.63678818303767,1.0429464563760624,35.09964517833374,0.0002521525913286139,0.008486021916393055,4.187643192597247,140.9322494889696,0.0015980604798946382,0.05378162558097257,15.21050041268153,511.89892271661785,672.3877417729379,16027.837583814307,36.15553047960632,1166.5659792050392,147.29312044593982,553.3495633787254,30.067926580332617,436.12436951311815,151.85871803215687,461.1637583908637,380.30108533924994,12798.771283738606,314.2304146656701,10575.208335555008,996525.8091757388,986285.6794336191
2014,6.563979486732539,6.563979486732538,4.689376539197829,4.689376539197828,17.604727875571676,17.604727875571676,109.94365111783613,109.94365111783615,139.6017811971216,139.6017811971216,0.1994541975385346,0.1994541975385346,0.0025218207442729867,0.0025218207442729863,200.00000005171776,200.0000000517177,9.57021001363963,9.570210013639626,810.2788260124426,15121.415464740649,3.179956410821012,59.34431519632433,205.99646807414086,3844.3040568487395,7.449495144279669,139.0224049585262,2.4913823112914217,46.49415213765552,0.008767531879184618,0.16361959351443436,14.253062923658446,265.99051979968783,0.08232651008215125,1.5363765197231658,30.914908610271297,576.9337197800868,1241.3685521672223,19630.44235720744,131.01749216463634,2442.4893944519567,161.82606922647835,731.8086332350039,51.882418108642234,621.8649821171678,161.13284518193842,541.3790574857028,854.0607652794275,15938.473583815769,708.30196237156,13218.324240583066,996140.5286260028,983901.1112276776
2015,7.948096460912591,7.948096460912592,3.995961631455401,3.995961631455402,22.937584855626618,22.937584855626625,122.52425893832245,122.52425893832245,146.58592099720707,146.58592099720713,1.4448609479841414,1.4448609479841414,0.014953887840775318,0.01495388784077532,199.98767378691804,199.98767378691807,0.20082375940855512,0.20082375940855515,21.12002841876418,9934.284978319742,0.0068056073210809006,3.201171950985136,0.4639396071822619,218.22452977305247,0.049756643413812564,23.404167145829316,0.017130289421039037,8.057620638355914,4.853201075244248e-06,0.0022828133363556003,0.038456041781523426,18.08867254441785,9.96551761466884e-05,0.04687507515502594,0.7404983881070131,348.310232712837,223.1264797944069,10398.653291170107,1.3635084916837104,150.07075888932292,147.9663898133923,364.49902866712296,25.442130875069882,241.97476972880057,146.99189040640442,330.7610687408703,17.13791129101927,8061.20575798502,14.190018989463786,6674.597670704771,996774.8459006727,990007.2913719931
2016,6.171528613458507,6.171528613458506,4.285657778859887,4.285657778859886,14.281791253460767,14.281791253460764,115.90068220713337,115.90068220713339,140.27626787829556,140.27626787829553,0.4212031651143025,0.42120316511430256,0.0057295168060598365,0.005729516806059835,200.00000000551327,200.00000000551324,1.2556684813825945,1.2556684813825942,735.1725206343411,10987.64765114852,3.000376844273041,44.84264939213391,162.21346613249457,2424.389323743322,6.454965979969921,96.47380689210578,2.1764994341055526,32.529247521712755,0.01245093070413964,0.1860875313836675,11.753348553776608,175.66169709200224,0.022815852008812684,0.3409982496588334,27.901634408539433,417.00868730467135,1119.0340617629931,13929.628148486903,104.28762062496257,1554.3796932740518,159.6480996886973,542.4985064951786,43.74741748156396,426.5978242880452,159.17741450724674,422.70787377224156,750.9607008279424,11223.612620119953,622.2449629025491,9299.869368316298,996243.4674200302,987712.4502176263
2017,7.522062653517542,7.52206265351754,4.938372783801527,4.938372783801527,17.51227227288706,17.512272272887056,119.08399762135464,119.0839976213546,142.4897920335604,142.4897920335604,2.594078585779222,2.5940785857792217,0.00333772438223727,0.0033377243822372686,199.99999999996464,199.99999999996456,0.1312547756992922,0.13125477569929217,754.8735048022038,13079.151245269402,1.3294815021194284,23.034971466595838,90.92954501488992,1575.4709422804553,5.774580490102915,100.05201020776039,1.9564301151171353,33.89765995710988,0.000347291727629581,0.00601727442147859,7.13179487992473,123.56748950834442,0.0025779481425082,0.04466625658978572,28.00447782827608,485.2134811073942,1062.6366702910946,15103.880092317106,61.471161289833105,1034.6614671111763,161.0932560348878,527.1148469556258,42.00925841353317,408.03084933427124,159.86230314598834,443.0673026448302,694.9216134080331,12040.407866417096,573.8463820598356,9942.624260574428,996253.8108673568,986886.4954702258
2018,7.737140365011047,7.737140365011046,39.07086513833933,39.07086513833932,1.9619767191763788,1.9619767191763788,102.49534806700788,102.49534806700787,144.1982011516312,144.1982011516312,0.6677064965842963,0.6677064965842961,0.002381990634101335,0.0023819906341013344,199.9999994933582,199.99999949335816,0.4809433462426018,0.4809433462426017,15.527003700401938,8241.858193195432,0.02210980432341411,11.73606160138683,1.4802462811733015,785.7266073891257,0.06767288960670156,35.921312986340375,0.02285126480237241,12.12963477502334,1.8852441312747293e-06,0.0010007027169780356,0.1363294872746879,72.3647861074402,0.00018351968637633458,0.09741372256962114,0.5714359331561881,303.32278000601553,217.90345202860075,9348.278049963019,1.447639703993616,513.8706827566297,106.90667784826017,334.36485175778296,4.411329781252293,231.86950369077505,144.534263679294,319.0453256609553,13.822978274453588,7337.347819574397,11.445957236066626,6075.605973005483,996859.9815616686,990783.2308697487
2019,6.840200341368257,6.840200341368261,10.527027365194053,10.52702736519406,12.163577482080504,12.16357748208051,113.75861460049693,113.75861460049698,141.10200487753312,141.10200487753315,0.44151115160432153,0.4415111516043217,0.002102429679326862,0.002102429679326863,199.99999999952078,199.99999999952084,0.9106161845111408,0.9106161845111412,738.329777937255,11731.777616201594,2.260423887109864,35.917270512928624,142.0455340852351,2257.0491764781295,5.8417606060844225,92.82334041725957,1.9609389890630138,31.158570094380636,0.002005331258274535,0.031863946263445804,10.848116724707532,172.37242323400034,0.01649691064154367,0.26212959680651965,27.836288917651675,442.3079780888631,1099.7712321524546,14490.415304370981,91.57600188789729,1450.3716697680256,153.90392873047213,540.5648263707271,40.14531412997523,426.8062117702302,159.36481953418814,431.2254013604474,732.4828290443938,11638.871835892984,606.7592211933398,9641.171820954067,996258.0925142941,987341.1198219695
2020,7.702968256018444,7.702968256018448,4.523554433631137,4.523554433631138,14.269049813947932,14.269049813947936,116.69013066271046,116.69013066271047,140.60500398183646,140.60500398183652,0.7809052534430025,0.780905253443003,0.0023586272284175746,0.002358627228417575,199.99999999969376,199.99999999969378,0.40130576433944204,0.40130576433944215,526.2703854909388,12692.100308277364,1.6521683678275885,39.8454620072702,108.43787087181538,2615.203842483372,4.5323837912569145,109.307822176959,1.5209242559426275,36.680238428594436,0.0019519665354487813,0.04707571573347277,8.024824949778974,193.5352739332798,0.005731109440802365,0.13821757390456738,19.91846365114069,480.375004212368,849.7028493185184,15850.823048474344,70.08155684945051,1677.179337998605,152.04375765169007,592.6817179816494,35.35362698897963,475.99158731893897,153.92359919639668,461.62998939108684,529.6680576414599,12774.042209129007,438.66713214431525,10579.366418131602,996420.1110348066,986428.2055988723
2021,7.729560510108706,7.729560510108709,24.892725763360914,24.89272576336093,8.606715546565676,8.606715546565677,109.7549203969448,109.75492039694484,143.53774471564222,143.53774471564225,3.2586271621874263,3.2586271621874277,0.0026238801667177666,0.0026238801667177675,200.0000001670308,200.00000016703086,0.11228888257424086,0.11228888257424088,7.858778490065332,7110.381598651254,0.011025920513755852,9.975914504818832,0.7605515599624365,688.1237107800778,0.04727829851502358,42.775953566031816,0.015894901940335104,14.381219474731022,5.877918006789113e-07,0.0005318159824289271,0.06986521543433295,63.21190282154863,2.23768148471541e-05,0.020245855348550803,0.2897342918148671,262.14269553760596,212.00875128166763,8117.730863349098,2.842048893529644,458.09947754539155,120.67845002184207,318.6538730150004,10.92352962489729,208.89895261805552,143.7419817284554,298.8746538033781,7.033299349800785,6363.513405785482,5.812849165812895,5259.287533880815,996844.2045599195,991574.7198873293
2022,7.448216934424594,7.448216934424591,6.201960920990219,6.201960920990215,14.365228002138442,14.365228002138435,116.35037570170029,116.35037570170024,141.10952865750312,141.1095286575031,0.6576152514370913,0.6576152514370911,0.004740207344144467,0.004740207344144465,200.00000000030954,200.00000000030946,0.5258453131965545,0.5258453131965545,729.9094689672922,11210.688146669412,2.2381478414367093,34.37573910636937,135.48286710637205,2080.8829545602916,5.978712684816364,91.8271186738315,2.0181087741116186,30.996156474901802,0.0049733345129819055,0.07638550346934402,10.157801390017582,156.01379140951389,0.010503512167498695,0.16132356732017153,27.486902463085453,422.17165927104674,1084.4343267835388,13774.526491381977,87.68941839879427,1340.003589925243,158.03640413707268,521.3347951840825,41.68602843537239,404.98441948238224,159.13317278774957,417.84046447817406,719.577236953646,11051.995273253335,595.6894431569657,9149.201186476384,996260.2272843323,987805.8891535238
2023,6.965514576605591,6.965514576605591,6.078768014072929,6.0787680140729305,15.394381336002281,15.394381336002281,117.3078282241586,117.3078282241586,141.70806576053184,141.70806576053184,1.101725947971368,1.1017259479713684,0.0028873798674846764,0.002887379867484676,200.000000002134,200.000000002134,0.2774446010504276,0.2774446010504276,853.3073274127814,11758.985378899275,2.04858359417756,28.230467215634064,135.87342843511178,1872.40119359306,6.7548924919972775,93.08566737644857,2.264592698509203,31.207176565179108,0.0018301496915648211,0.025220342979543238,10.402025325548465,143.34491194975314,0.006347770931872341,0.08747533646852242,31.940822086527543,440.15989062731984,1209.492700739281,14097.177452707121,88.6942556276934,1212.1272609395771,162.59547546833014,518.6624117095805,45.287647244171524,401.354583485422,162.1576565037927,423.37245577381134,818.4961606944236,11279.270758722836,677.0022722897332,9329.416923529532,996170.0976783454,987580.4332661986
2024,7.084436493119318,7.084436493119318,9.89375478509899,9.893754785098988,13.106578119425814,13.10657811942581,113.9277757886148,113.92777578861478,141.29044735674898,141.29044735674893,0.3478026033530376,0.34780260335303753,0.0018951078637554264,0.001895107863755426,200.00000000001648,200.00000000001646,1.486072118184078,1.4860721181840777,984.0500598160115,10886.755682441712,3.0059629996312136,33.25560975379982,182.8208400205145,2022.5859437824085,7.607170641735035,84.15975120889385,2.55690527872332,28.2875884157874,0.007886342757863735,0.08724829186932698,13.908972993994311,153.87793463231696,0.03225717892175933,0.3568680499767075,37.02698326670937,409.6374127124091,1391.750590525878,13381.071867822235,117.78413008179274,1300.5477689372715,163.1496165583839,506.35378009878104,49.221840769769116,392.4260043101662,165.41251063567628,408.12297786359784,969.5056578467002,10725.84786153601,803.0318232931936,8884.112325599855,996058.1529806462,988074.1495890269
2025,6.861053042952622,6.861053042952627,58.63899074747654,58.63899074747658,0.8220461945573057,0.8220461945573061,75.14781404575244,75.1478140457525,140.66034079058954,140.66034079058966,0.1910131405092461,0.19101314050924623,0.001254008563845756,0.0012540085638457568,200.0000000001505,200.00000000015064,24.561222458902055,24.56122245890207,445.7662803774597,15841.26792433862,1.4566963304586666,51.76685153407464,96.67357323075778,3435.5043038581543,3.526933814313042,125.33721361030877,1.1792067123215253,41.90565839176098,0.0003754182801289987,0.0133412997371225,8.271671363234837,293.95171419454925,0.05777507717714705,2.0531622000155374,16.834158950781475,598.2382112761458,755.8877976837277,19948.033615984667,62.447556248050226,2214.4477003204393,94.54223658387545,666.7071493990728,19.394422538123028,591.5593353533204,151.9404297169932,541.4567027564476,453.73747080352615,16124.541399192565,376.29287719107884,13372.380433433846,996483.2111301343,983712.3292689458
2026,6.8080797675728215,6.808079767572823,3.117064559045858,3.117064559045859,16.181058413238127,16.181058413238134,113.75494480673743,113.75494480673744,140.04365522646657,140.04365522646657,0.21508045261403563,0.2150804526140357,0.0022378120146763886,0.002237812014676389,199.99999999996407,199.9999999999641,4.913520199347969,4.9135201993479685,469.8882746397536,15427.794021667534,1.7047211685479502,55.97093707626027,113.86194388132964,3738.417645033968,3.9936811224344306,131.12412688394355,1.3348934889874335,43.82842241541837,0.02309507736060601,0.7582783305394749,8.141384354017594,267.3052460423832,0.034731010808098026,1.1403197522271469,17.89361519285128,587.4992511995213,797.8304185080366,19821.58757329922,72.55280482318926,2377.158762761524,150.2282006281353,732.3164648071753,36.4732558213979,618.5615200004379,152.2914531906829,542.1058961376435,489.3394271762928,16066.431738362699,405.92175223462493,13327.587684947814,996446.5400579667,983788.1684147462
2027,7.931412657970187,7.931412657970181,4.216474297378897,4.216474297378896,22.548496568891842,22.548496568891824,122.38807271834997,122.3880727183499,146.1533984113914,146.15339841139132,3.4741181006967974,3.474118100696795,0.005131798066651259,0.0051317980666512565,199.9990344965912,199.99903449659112,0.10658321702241133,0.10658321702241128,23.104857228150074,13098.489410829847,0.008078875348267043,4.580035364674829,0.5570340616628124,315.79094759660967,0.07627906034184377,43.243741101260646,0.0261774281102382,14.840375836079911,2.2683509368943047e-06,0.0012859621002442763,0.047155640548491515,26.73323848254609,5.9276525350262756e-05,0.03360474950977959,0.8256795277685215,468.0900835880602,227.27169152975708,13692.316943732394,2.8848895830831527,223.74305622223596,147.55083628818429,436.19752770904165,25.16276356983431,313.80945499069173,146.62862887330618,395.9081064626187,18.85729027607912,10690.480125418355,15.583890859086198,8834.740997601579,996774.0995110766,987805.4238992423
